name,niche,address,state,phone_number,website,email,result_url
Così Viaggiamo Agenzia di Viaggio,agenzie di viaggio,"Via Serroni, 22/A, 84091 Battipaglia SA, Italy",SA,0828 370134,http://www.cosiviaggiamo.it/,NOT AVAILABLE,https://maps.google.com/?cid=18228590306925570271
Albis Reisen,agenzie di viaggio,"Albisriederstrasse 334, 8047 Zürich, Switzerland",NOT AVAILABLE,044 406 10 10,https://yellow.local.ch/d/7iby6xbjlqB9NTclNiWlkg,NOT AVAILABLE,https://maps.google.com/?cid=5124443661845584217
"Fenice Viaggi - Agenzia Viaggi Stabio, Svizzera",agenzie di viaggio,"primo piano, Via Giulia 43, 6855 Stabio, Switzerland",NOT AVAILABLE,091 647 47 30,http://www.feniceviaggi.com/,info@feniceviaggi.com,https://maps.google.com/?cid=6995899652836090440
Agenzia Viaggi Praga Travel,agenzie di viaggio,"Via Nazionale, 79, 84010 Sant'Egidio del Monte Albino SA, Italy",SA,081 515 7131,http://www.pragatravel.it/,NOT AVAILABLE,https://maps.google.com/?cid=18419590653320231774
Smart tourist Casandrino Agenzia viaggi,agenzie di viaggio,"Corso Carlo Alberto, 43, 80025 Casandrino NA, Italy",NA,081 015 4483,NOT AVAILABLE,NOT AVAILABLE,https://maps.google.com/?cid=15135758616919080464
ACS Reisen AG,agenzie di viaggio,"Bahnhofstrasse 88, 8001 Zürich, Switzerland",NOT AVAILABLE,044 387 75 10,https://www.acs-travel.ch/,info@acs-travel.chnewsletter,https://maps.google.com/?cid=15595354719739435318
TiCiPorto Viaggi per Tutti,agenzie di viaggio,"Largo Vincenzo Vela 4, 6853 Ligornetto, Switzerland",NOT AVAILABLE,076 469 47 79,http://www.ticiporto.ch/,NOT AVAILABLE,https://maps.google.com/?cid=7528640859242995055
I Viaggi di Chris Tour,agenzie di viaggio,"Via Napoli, 227, 81058 Vairano Patenora CE, Italy",CE,0823 642148,http://www.christour.it/,NOT AVAILABLE,https://maps.google.com/?cid=17798594858308604383
Vantaviaggi,agenzie di viaggio,"Via Agostino Maspoli 18, 6850 Mendrisio, Switzerland",NOT AVAILABLE,091 646 42 85,http://www.vantaviaggi.com/,NOT AVAILABLE,https://maps.google.com/?cid=3711093299337993446
Polo Reisen AG,agenzie di viaggio,"Regensdorferstrasse 3, 8049 Zürich, Switzerland",NOT AVAILABLE,044 341 94 00,https://yellow.local.ch/d/MoJziu0JVgeOr5xJL4M2Mg,NOT AVAILABLE,https://maps.google.com/?cid=6433472342199365115
Agenzia Che Viaggio,agenzie di viaggio,"Via Giuseppe di Vittorio, 70, 80029 Sant'Antimo NA, Italy",NA,081 843 4124,https://www.agenziacheviaggio.it/,info@agenziacheviaggio.it,https://maps.google.com/?cid=15182976260800056169
CNG Travel,agenzie di viaggio,"Via Galatina, 125, 81055 Santa Maria Capua Vetere CE, Italy",CE,0823 810141,https://cngtravel.it/,NOT AVAILABLE,https://maps.google.com/?cid=10166651308290072663
I Viaggi di Margi,agenzie di viaggio,"Via Vittorio Emanuele, n. 18, 81047 Macerata Campania CE, Italy",CE,391 100 2671,NOT AVAILABLE,NOT AVAILABLE,https://maps.google.com/?cid=8856780098391940971
NASHIRA VIAGGI,agenzie di viaggio,"Via S. Carlo, 15, 81100 Caserta CE, Italy",CE,0823 456244,https://nashiraviaggi.it/,info@nashiraviaggi.it,https://maps.google.com/?cid=6873342897768603233
Biga Travel Srl,agenzie di viaggio,"Piazza Corpo di Cristo, 10, 84016 Pagani SA, Italy",SA,081 515 4704,http://www.bigatravel.it/,NOT AVAILABLE,https://maps.google.com/?cid=9588860663571329301
Agenzia - Avenida Viaggi - Napoli,agenzie di viaggio,"Via Tommaso Caravita, 22, 80134 Napoli NA, Italy",NA,081 1957 6737,http://www.avenidaviaggi.it/,NOT AVAILABLE,https://maps.google.com/?cid=13450540055846565395
Scoop Travel Service S.r.l.,agenzie di viaggio,"Via Gian Lorenzo Bernini, 90a, 80129 Napoli NA, Italy",NA,081 556 4898,https://www.scooptravel.it/,operativo@scooptravel.it,https://maps.google.com/?cid=8699170797921568825
Terres Sauvages SA,agenzie di viaggio,"Rue Prévost-Martin 51, 1205 Genève, Switzerland",NOT AVAILABLE,022 320 50 80,http://terres-sauvages.ch/,info@terres-sauvages.ch,https://maps.google.com/?cid=11587040487142187702
Cristal Voyages SA‎,agenzie di viaggio,"Rue Rousseau 14, 1201 Genève, Switzerland",NOT AVAILABLE,022 715 04 40,http://www.cristal-voyages.ch/,NOT AVAILABLE,https://maps.google.com/?cid=8050971517701724305
Reteuropa Viaggi e Turismo,agenzie di viaggio,"CIS di Nola La Città degli Affari, CIS, 80035 Nola NA, Italy",LA,081 510 8286,http://www.reteuropaviaggi.it/,info@reteuropaviaggi.itinviaaccetto,https://maps.google.com/?cid=839700949905471649
VIP VOYAGES SA,agenzie di viaggio,"Rue Jean-Petitot 4, 1204 Genève, Switzerland",NOT AVAILABLE,022 317 07 70,https://vipvoyages.ch/,info@vipvoyages.ch,https://maps.google.com/?cid=12040500946516428365
Venezuelana Agenzia di viaggi,agenzie di viaggio,"Viale Colli Aminei, 134, 80131 Napoli NA, Italy",NA,081 1981 0287,http://venezuelanatours.com/,NOT AVAILABLE,https://maps.google.com/?cid=12420509856232049250
Voyageurs du Monde,agenzie di viaggio,"Rue de la Rôtisserie 19, 1204 Genève, Switzerland",DE,022 519 12 10,https://www.voyageursdumonde.ch/,NOT AVAILABLE,https://maps.google.com/?cid=7822404789427871648
Agenzia Leoga Viaggi - Napoli Self Tour,agenzie di viaggio,"Via Stella, 136, 80137 Napoli NA, Italy",NA,081 557 1101,https://www.leogaviaggi.com/,NOT AVAILABLE,https://maps.google.com/?cid=1181545817743492025
CNG Travel,agenzie di viaggio,"Via Galatina, 125, 81055 Santa Maria Capua Vetere CE, Italy",CE,0823 810141,https://cngtravel.it/,NOT AVAILABLE,https://maps.google.com/?cid=10166651308290072663
Delta Voyages SA,agenzie di viaggio,"Quai du Seujet 28, 1201 Genève, Switzerland",NOT AVAILABLE,022 909 10 10,http://www.delta-voyages.ch/,info@delta-voyages.ch,https://maps.google.com/?cid=7564143596931648489
ADN voyage Sàrl,agenzie di viaggio,"Rue de Carouge 36, 1205 Genève, Switzerland",DE,076 304 00 07,https://adntravel.com/,NOT AVAILABLE,https://maps.google.com/?cid=8574559541875023369
Nouvelle-Zélande à la carte,agenzie di viaggio,"Rue de Montchoisy 21, 1207 Genève, Switzerland",DE,022 786 14 86,https://nouvelle-zelande-a-la-carte.com/?utm_source=mapsGeneve&utm_medium=organic&utm_campaign=Google_local_business,NOT AVAILABLE,https://maps.google.com/?cid=5172749779498038627
Agenzia Viaggi Praga Travel,agenzie di viaggio,"Via Nazionale, 79, 84010 Sant'Egidio del Monte Albino SA, Italy",SA,081 515 7131,http://www.pragatravel.it/,NOT AVAILABLE,https://maps.google.com/?cid=18419590653320231774
Trans Continental SA,agenzie di viaggio,"Rte de Florissant 66, 1206 Genève, Switzerland",DE,022 347 27 27,https://transcontinental.ch/offre,NOT AVAILABLE,https://maps.google.com/?cid=5391330231663299787
Gondwana Viaggi,agenzie di viaggio,"Piazza Gian Battista Vico, 43, 80137 Napoli NA, Italy",NA,081 780 9590,NOT AVAILABLE,NOT AVAILABLE,https://maps.google.com/?cid=4129411735336480985
Huwans Genève,agenzie di viaggio,"Rue Prévost-Martin 51, 1205 Genève, Switzerland",NOT AVAILABLE,022 320 50 80,https://www.huwans.com/,NOT AVAILABLE,https://maps.google.com/?cid=17747546173577945534
Agenzia Che Viaggio,agenzie di viaggio,"Via Giuseppe di Vittorio, 70, 80029 Sant'Antimo NA, Italy",NA,081 843 4124,https://www.agenziacheviaggio.it/,info@agenziacheviaggio.it,https://maps.google.com/?cid=15182976260800056169
BC Business Class Sa,agenzie di viaggio,"Grand-Rue 23, 1204 Genève, Switzerland",NOT AVAILABLE,022 818 00 40,https://bc-business-class.digitalone.site/,NOT AVAILABLE,https://maps.google.com/?cid=17047903564685258843
Ultramarina,agenzie di viaggio,"Rue de Montchoisy 21, 1207 Genève, Switzerland",DE,022 786 14 86,https://ch.ultramarina.com/?utm_source=mapsGeneve&utm_medium=organic&utm_campaign=Google_local_business,NOT AVAILABLE,https://maps.google.com/?cid=14463527259029846986
MAGANUCO Voyages,agenzie di viaggio,"Rue des Arpenteurs 16, 1217 Meyrin, Switzerland",NOT AVAILABLE,022 780 81 80,http://www.maganuco-voyages.ch/,NOT AVAILABLE,https://maps.google.com/?cid=6351716634127246859
BK Organisation,agenzie di viaggio,"Chem. des Tulipiers 13, 1208 Genève, Switzerland",NOT AVAILABLE,022 737 21 70,http://www.bkorganisation.com/,info@bkorganisation.com,https://maps.google.com/?cid=14479292224646048935
A. & G. Travel s.a.s.Di Argentino Eleonora @TRAVELISLIFE,agenzie di viaggio,"Viale Michelangelo, 67, 80129 Napoli NA, Italy",NA,081 012 3774,http://www.travelislife.it/,NOT AVAILABLE,https://maps.google.com/?cid=11157263304664946026
Kosovafly Sàrl,agenzie di viaggio,"Rue de Lyon 32, 1203 Genève, Switzerland",DE,022 340 50 59,http://www.kosovafly.ch/,NOT AVAILABLE,https://maps.google.com/?cid=4692701488842834779
Swisstours Voyages,agenzie di viaggio,"Rue François-Bonivard, 1211 Genève, Switzerland",NOT AVAILABLE,022 781 04 04,http://swisstours-voyages.ch/,NOT AVAILABLE,https://maps.google.com/?cid=13706253368339161493
CGTravel Agenzia Viaggi Firenze,agenzie di viaggio,"Via Nicola Tagliaferri, 45, 50127 Firenze FI, Italy",FI,334 333 2799,http://www.cgtravel.it/,info@cgtravel.it,https://maps.google.com/?cid=3172313818603912179
Safaris à la carte,agenzie di viaggio,"Rue de Montchoisy 21, 1207 Genève, Switzerland",DE,022 786 14 01,https://ch.safaris-a-la-carte.com/?utm_source=mapsGeneve&utm_medium=organic&utm_campaign=Google_local_business,NOT AVAILABLE,https://maps.google.com/?cid=18104714620155443115
"Guida turistica Montecassino, Ciociaria e Riviera di Ulisse - Simona Avella",agenzie di viaggio,"Via Giuseppe Parini, 8, 03043 Cassino FR, Italy",FR,328 164 1321,NOT AVAILABLE,NOT AVAILABLE,https://maps.google.com/?cid=87895149038689223
SEN VIAGGI SRL,agenzie di viaggio,"Via Raffaele Galluccio, 28, 80026 Casoria NA, Italy",NA,081 1761 7444,https://senviaggi.it/temp.inx,NOT AVAILABLE,https://maps.google.com/?cid=3747392887735302900
Mama Tours Travel Designer,agenzie di viaggio,"Piazza delle Medaglie D'Oro, 41, 80129 Napoli NA, Italy",NA,081 578 9292,http://www.mamatours.it/,info@mamatours.com,https://maps.google.com/?cid=4399368533656705643
Tramp Viaggi Sas,agenzie di viaggio,"Via Giuseppe Maffei, 9, 83029 Solofra AV, Italy",AV,0825 532070,http://www.trampviaggi.it/,info@trampviaggi.it,https://maps.google.com/?cid=2233224228103708709
Trial Travel,agenzie di viaggio,"Via Guglielmo Melisurgo, 4, 80133 Napoli NA, Italy",NA,081 552 9090,http://www.trialtravel.it/,booking@trialtravel.com,https://maps.google.com/?cid=2407559807669335561
CHE VIAGGI,agenzie di viaggio,"Via Detta Pacifico, 23, 80126 Napoli NA, Italy",NA,081 1957 6819,https://www.cheviaggi.it/,NOT AVAILABLE,https://maps.google.com/?cid=15271323491673669903
Italy Tours EU,agenzie di viaggio,"Palazzo Alto, Corso Novara, 10/6° Piano, 80143 Napoli NA, Italy",NA,091 619 3355,https://www.italytours.eu/,info@italytours.eu,https://maps.google.com/?cid=9221585389520836654
Naples Private Driver,agenzie di viaggio,"Via Nazionale, 24, 80143 Napoli NA, Italy",NA,339 687 9398,http://www.naplesprivatedriver.com/,NOT AVAILABLE,https://maps.google.com/?cid=7392231045749037442
Atelier Vacanze Srl,agenzie di viaggio,"Piazza Ettore Vitale Ingegnere, 47, 80126 Napoli NA, Italy",NA,081 246 2185,http://www.ateliervacanze.it/,NOT AVAILABLE,https://maps.google.com/?cid=6614085331536591858
Luna Viaggi,agenzie di viaggio,"Corso S. Gottardo 107C, 6830 Chiasso, Switzerland",NOT AVAILABLE,091 261 49 94,https://lunaviaggi.com/,gruppi@lunaviaggi.com,https://maps.google.com/?cid=4569745992889649347
Zona Viaggi,agenzie di viaggio,"Largo Antonio Santelmo, 6, 84127 Salerno SA, Italy",SA,089 757444,https://www.instagram.com/zona.viaggi/profilecard/?igsh=MWFnNGh2ZGo5Z2lwdQ==,NOT AVAILABLE,https://maps.google.com/?cid=10242666823326032043
Queen'S Viaggi Di Ferrigno Carla & C. Sas,agenzie di viaggio,"Via Roma, 20, 84014 Nocera Inferiore SA, Italy",SA,081 517 6344,NOT AVAILABLE,NOT AVAILABLE,https://maps.google.com/?cid=12215610756202522585
Blu Sorrisi & Vacanze - Agenzia di Viaggi,agenzie di viaggio,"Via Roma, 83, 80057 Sant'Antonio Abate NA, Italy",NA,081 879 6679,https://www.blusorrisievacanze.it/,contatti@blusorrisievacanze.it,https://maps.google.com/?cid=15905808478643833257
Idea Viaggi SA,agenzie di viaggio,"Corso Bello 11, 6850 Mendrisio, Switzerland",NOT AVAILABLE,091 646 08 44,NOT AVAILABLE,NOT AVAILABLE,https://maps.google.com/?cid=7874439892506109981
Viaggi Senza Confini Sagl,agenzie di viaggio,"Via Livio 4, 6830 Chiasso, Switzerland",NOT AVAILABLE,091 696 63 50,https://www.viaggisenzaconfini.com/,NOT AVAILABLE,https://maps.google.com/?cid=9909620511913638770
Blu Sorrisi & Vacanze - Agenzia di Viaggi,agenzie di viaggio,"Via Roma, 10A, 80054 Gragnano NA, Italy",NA,081 801 3339,https://www.blusorrisievacanze.it/,contatti@blusorrisievacanze.it,https://maps.google.com/?cid=18413125941172888841
Wander Travel,agenzie di viaggio,"Via Martiri Atellani, 160, 81030 Sant'Arpino CE, Italy",CE,081 891 8915,https://www.wandertravel.it/,NOT AVAILABLE,https://maps.google.com/?cid=14949759913178191097
Viaggiare SA,agenzie di viaggio,"Corso Enrico Pestalozzi 14, 6900 Lugano, Switzerland",NOT AVAILABLE,091 911 50 30,https://www.viaggiaresa.com/,NOT AVAILABLE,https://maps.google.com/?cid=18143295868323985905
Gabbiano Viaggi SA,agenzie di viaggio,"Via Penate 7, 6900 Mendrisio, Switzerland",NOT AVAILABLE,091 970 17 18,http://www.gabbianoviaggi.ch/,NOT AVAILABLE,https://maps.google.com/?cid=7908941768739257667
Caba Viaggi,agenzie di viaggio,"Via della Rinascita, 23, 84010 Sant'Egidio del Monte Albino SA, Italy",SA,081 515 1485,https://www.cabaviaggi.it/,info@cabaviaggi.it,https://maps.google.com/?cid=4710465971159381272
Sorrisi E Vacanze S.A.S. Di Cesarano Massimiliano E Sorrentino Massimi,agenzie di viaggio,"Via Attilio Barbarulo, 107, 84014 Nocera Inferiore SA, Italy",SA,081 517 9642,https://blusorrisievacanze.it/,contatti@blusorrisievacanze.it,https://maps.google.com/?cid=1350740892063700827
Gateway Tours,agenzie di viaggio,"Via dei Gorini 2, 6900 Lugano, Switzerland",NOT AVAILABLE,091 911 34 70,http://www.gatewaytours.ch/,info@gatewaytours.ch,https://maps.google.com/?cid=17106614522419302789
Agenzia Viaggi Preparate Le Valigie,agenzie di viaggio,"Via Filippo Turati, 61/63, 81100 Caserta CE, Italy",CE,0823 325022,http://www.preparatelevaligie.it/,maurizio@preparatelevaligie.itindirizzovia,https://maps.google.com/?cid=379486739059365827
GREETINGS FROM ... Travel & Tourism,agenzie di viaggio,"Via Antonio Tari, 18, 80138 Napoli NA, Italy",NA,081 563 4261,http://www.salutida.com/,info@salutida.com,https://maps.google.com/?cid=16065812251773089946
Viaggi Di Maio Srl,agenzie di viaggio,"Via Pittoli, 188, 83045 Calitri AV, Italy",AV,0827 34117,http://www.gruppodimaio.it/,reclamisuggerimenti@gruppodimaio.it,https://maps.google.com/?cid=13392117935752030515
Pink Travel AG,agenzie di viaggio,"Rümelinspl. 19, 4001 Basel, Switzerland",NOT AVAILABLE,061 365 90 00,http://www.pinktravel.ch/,travel@pinktravel.ch,https://maps.google.com/?cid=4940684696324801561
Aloha Agenzia Viaggi,agenzie di viaggio,"Via Etna, 5, 80026 Casoria NA, Italy",NA,375 506 8517,NOT AVAILABLE,NOT AVAILABLE,https://maps.google.com/?cid=3034637301860560791
Trial Travel,agenzie di viaggio,"Via Guglielmo Melisurgo, 4, 80133 Napoli NA, Italy",NA,081 552 9090,http://www.trialtravel.it/,booking@trialtravel.com,https://maps.google.com/?cid=2407559807669335561
Travel Shop Ticket & Travel Service Wagner AG,agenzie di viaggio,"Schneidergasse 27, 4051 Basel, Switzerland",NOT AVAILABLE,061 261 70 12,http://www.travelshop.ch/,travelshop@travelshop.ch,https://maps.google.com/?cid=8431421018668070818
Cleopatra Travel,agenzie di viaggio,"Freie Str. 17, 4051 Basel, Switzerland",NOT AVAILABLE,061 302 00 80,https://www.cleopatra.ch/,info@cleopatra.ch,https://maps.google.com/?cid=4693170247033014759
Madagascar Madagaskarhaus PRIORI Reisen,agenzie di viaggio,"Holeestrasse 6, 4054 Basel, Switzerland",NOT AVAILABLE,061 332 19 27,https://madagaskarhaus.ch/,NOT AVAILABLE,https://maps.google.com/?cid=6091791435234450395
Sunland Sovi Turismo Srl,agenzie di viaggio,"Corso Reginna, 66/82, 84010 Maiori SA, Italy",SA,089 877455,http://www.sunland.it/home.aspx,booking@sunland.it,https://maps.google.com/?cid=1695586029251971935
Glur Reisen AG,agenzie di viaggio,"Spalenring 111, 4009 Basel, Switzerland",NOT AVAILABLE,061 205 94 94,http://www.glur.ch/,basele-mailglur.ch.reisen@.glur.ch.reisenglur.chfollow,https://maps.google.com/?cid=11524040517512424789
Divertimento GmbH Opera Travel & concert tours,agenzie di viaggio,"Malzgasse 7A, 4052 Basel, Switzerland",NOT AVAILABLE,061 281 11 88,http://divertimento.ch/,info@divertimento.chtel,https://maps.google.com/?cid=2638117028875570580
Top Holiday Tour,agenzie di viaggio,"Via Serafino Balestra 12, 6900 Lugano, Switzerland",NOT AVAILABLE,076 337 53 65,https://topholidaytour.ch/,info@topholidaytour.ch,https://maps.google.com/?cid=13980671011526510853
Tüm Reisen GmbH,agenzie di viaggio,"Tellpl. 11, 4053 Basel, Switzerland",NOT AVAILABLE,061 363 33 55,http://tumreisen.ch/,NOT AVAILABLE,https://maps.google.com/?cid=18010421330150124362
Bartolini Turismo,agenzie di viaggio,"Via Baccanico, 43, 83100 Avellino AV, Italy",AV,0825 26416,http://www.bartoliniviaggi.it/index.jsp,NOT AVAILABLE,https://maps.google.com/?cid=1611144295924835014
Travel Circle SA,agenzie di viaggio,"Centro Lugano Sud, 6916 Grancia, Switzerland",NOT AVAILABLE,091 921 44 81,https://www.travelcircle.ch/,NOT AVAILABLE,https://maps.google.com/?cid=2159411475201481209
Agenzia di Viaggi Marytour Napoli,agenzie di viaggio,"Via dei Fiorentini, 47/49, 80133 Napoli NA, Italy",NA,081 551 0512,https://www.marytour.it/,NOT AVAILABLE,https://maps.google.com/?cid=10138060725045570468
Mediterranea Viaggi,agenzie di viaggio,"Via Torino, 29, 81020 San Nicola la Strada CE, Italy",LA,0823 155 3531,NOT AVAILABLE,NOT AVAILABLE,https://maps.google.com/?cid=7410177190079107439
Scoop Travel Service S.r.l.,agenzie di viaggio,"Via Gian Lorenzo Bernini, 90a, 80129 Napoli NA, Italy",NA,081 556 4898,https://www.scooptravel.it/,operativo@scooptravel.it,https://maps.google.com/?cid=8699170797921568825
BARBIROTTI VIAGGI dal 1913,agenzie di viaggio,"Piazza Alfano I, 6, 84121 Salerno SA, Italy",SA,335 574 5501,http://www.barbirottiviaggi.it/,info@barbirottiviaggi.it,https://maps.google.com/?cid=8574147439115492420
IAMME IA! - Gray Line Amalfi Coast,agenzie di viaggio,"Piazza Torquato Tasso, 16, 80067 Sorrento NA, Italy",NA,081 877 0681,http://www.iammeia.com/,NOT AVAILABLE,https://maps.google.com/?cid=13009000583618885035
Agenzia Viaggi Preparate Le Valigie,agenzie di viaggio,"Via Filippo Turati, 61/63, 81100 Caserta CE, Italy",CE,0823 325022,http://www.preparatelevaligie.it/,maurizio@preparatelevaligie.itindirizzovia,https://maps.google.com/?cid=379486739059365827
Venezuelana Agenzia di viaggi,agenzie di viaggio,"Viale Colli Aminei, 134, 80131 Napoli NA, Italy",NA,081 1981 0287,http://venezuelanatours.com/,NOT AVAILABLE,https://maps.google.com/?cid=12420509856232049250
Agenzia - Avenida Viaggi - Napoli,agenzie di viaggio,"Via Tommaso Caravita, 22, 80134 Napoli NA, Italy",NA,081 1957 6737,http://www.avenidaviaggi.it/,NOT AVAILABLE,https://maps.google.com/?cid=13450540055846565395
Docatour,agenzie di viaggio,"Via Principe di Napoli, 33/35, 80035 Nola NA, Italy",NA,081 823 4162,NOT AVAILABLE,NOT AVAILABLE,https://maps.google.com/?cid=1273994760055918819
Quasar Viaggi Di Vigliotti Mattia,agenzie di viaggio,"Via Napoli, 120, 81027 San Felice a Cancello CE, Italy",CE,0823 316728,http://www.quasarviaggi.it/,NOT AVAILABLE,https://maps.google.com/?cid=4019978332255264705
AGENZIA VIAGGI DREAMS & HOLIDAYS TOUR OPERATOR,agenzie di viaggio,"Via Michelangelo, 97, 81031 Aversa CE, Italy",CE,081 891 4027,http://www.viaggi-scontati.net/,NOT AVAILABLE,https://maps.google.com/?cid=129024224886656128
Imperatore Travel World,agenzie di viaggio,"Via Baiola, 86, 80075 Forio NA, Italy",NA,081 333 9400,https://www.imperatoretravel.com/,NOT AVAILABLE,https://maps.google.com/?cid=15084614007659116291
Agenzia Viaggi Belcost Viaggi,agenzie di viaggio,"Via Giovanni Linguiti, 2, 81031 Aversa CE, Italy",CE,081 362 8642,http://belcostviaggi.traveltool.it/mshomett/Home,NOT AVAILABLE,https://maps.google.com/?cid=2412260289846355045
CNG Travel,agenzie di viaggio,"Via Galatina, 125, 81055 Santa Maria Capua Vetere CE, Italy",CE,0823 810141,https://cngtravel.it/,NOT AVAILABLE,https://maps.google.com/?cid=10166651308290072663
Agenzia Viaggi Praga Travel,agenzie di viaggio,"Via Nazionale, 79, 84010 Sant'Egidio del Monte Albino SA, Italy",SA,081 515 7131,http://www.pragatravel.it/,NOT AVAILABLE,https://maps.google.com/?cid=18419590653320231774
il Mondo di Webviaggi (Agenzia di viaggi ),agenzie di viaggio,"Via Raffaele De Pascale, 7, 84012 Angri SA, Italy",DE,081 1917 3444,http://www.webviaggi.eu/,info@webviaggi.eu,https://maps.google.com/?cid=7572141377532081734
NASHIRA VIAGGI,agenzie di viaggio,"Via S. Carlo, 15, 81100 Caserta CE, Italy",CE,0823 456244,https://nashiraviaggi.it/,info@nashiraviaggi.it,https://maps.google.com/?cid=6873342897768603233
Agenzia Viaggi Rotolando Verso Sud Benevento,agenzie di viaggio,"Via Giovan Battista Perasso, 7, 82100 Benevento BN, Italy",BN,0824 29499,http://www.rotolandoversosud.it/,info@rotolandoversosud.it,https://maps.google.com/?cid=2983158151507482362
Elodea Viaggi Hybrid - Agenzia Viaggi Online (si riceve solo su appuntamento),agenzie di viaggio,"Via Luigi Guercio, 277, 84134 Salerno SA, Italy",SA,089 344849,https://www.elodeaviaggi.it/,NOT AVAILABLE,https://maps.google.com/?cid=4947663293574625619
L'Agente di Viaggio,agenzie di viaggio,"Via Misericordia, 3, 81025 Marcianise CE, Italy",CE,0823 826234,NOT AVAILABLE,NOT AVAILABLE,https://maps.google.com/?cid=10519857603288400756
Biga Travel Srl,agenzie di viaggio,"Piazza Corpo di Cristo, 10, 84016 Pagani SA, Italy",SA,081 515 4704,http://www.bigatravel.it/,NOT AVAILABLE,https://maps.google.com/?cid=9588860663571329301
Devinè Viaggi,agenzie di viaggio,"Via Gianfrancesco Alois, 3, 81100 Caserta CE, Italy",CE,0823 320333,https://www.devineviaggi.com/,NOT AVAILABLE,https://maps.google.com/?cid=4679217798027500390
Reteuropa Viaggi e Turismo,agenzie di viaggio,"CIS di Nola La Città degli Affari, CIS, 80035 Nola NA, Italy",LA,081 510 8286,http://www.reteuropaviaggi.it/,info@reteuropaviaggi.itinviaaccetto,https://maps.google.com/?cid=839700949905471649
Tulum Viaggi,agenzie di viaggio,"Via Giuseppe Maria Bosco, 186/188, 81100 Caserta CE, Italy",CE,0823 279702,https://www.tulumviaggi.it/,info@tulumviaggi.comindirizzovia,https://maps.google.com/?cid=7736820121695925242
Comunque Vada Viaggi,agenzie di viaggio,"Via Vincenzo Bellini, 70, 80135 Napoli NA, Italy",NA,081 1854 3604,NOT AVAILABLE,NOT AVAILABLE,https://maps.google.com/?cid=13382681746523641059
Mister White Travel,agenzie di viaggio,"Piazza Giovanni Bovio, 20, 80133 Napoli NA, Italy",NA,081 551 2478,http://www.misterwhitetravel.it/,NOT AVAILABLE,https://maps.google.com/?cid=12217346640047471106
Furore Viaggi,agenzie di viaggio,"Via Pablo Picasso, 26, 80126 Napoli NA, Italy",NA,081 588 8921,https://www.furoreviaggi.it/,NOT AVAILABLE,https://maps.google.com/?cid=6972296372412277805
Hang Loose Travelservice,agenzie di viaggio,"Spitalgasse 4, 3011 Bern, Switzerland",NOT AVAILABLE,031 313 18 18,http://www.hangloose.ch/,NOT AVAILABLE,https://maps.google.com/?cid=14533234179235243392
Altay Travel GmbH,agenzie di viaggio,"Bümplizstrasse 111, 3018 Bern, Switzerland",NOT AVAILABLE,031 398 60 00,https://www.altaytravel.ch/,info@altaytravel.ch,https://maps.google.com/?cid=5591749863834349406
